Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Software: Prepackaged Software@$230.00@$236.47/$230.46@2,267,814@1,958,495@$233.71@$236.47/$125.38@51,184,625,620@170.45@101.97@$1.37@N/A@N/A@N/A@N/A@1.0
