OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@18,122,414@621,131@3.549%@$4,231,765
BLACKROCK INC.@03/31/2020@16,916,468@-1,319,145@-7.234%@$3,950,164
CAPITAL RESEARCH GLOBAL INVESTORS@03/31/2020@14,824,825@3,333,107@29.004%@$3,461,745
LOOMIS SAYLES & CO L P@03/31/2020@10,532,241@-489,103@-4.438%@$2,459,384
FMR LLC@03/31/2020@9,035,690@-852,012@-8.617%@$2,109,924
