palmOil@controversialWeapons@gambling@socialScore@nuclear@furLeather@alcoholic@gmo@catholic@socialPercentile@peerCount@governanceScore@environmentPercentile@animalTesting@tobacco@totalEsg@highestControversy@esgPerformance@coal@pesticides@adult@percentile@peerGroup@smallArms@environmentScore@governancePercentile@militaryContract
False@False@False@12.77@False@False@False@False@False@0@100@5.57@0@False@False@19.63@0@UNDER_PERF@False@False@False@18.78@Software & Services@False@1.28@0@False
