OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@31,002,983@659,119@2.172%@$2,993,028
BLACKROCK INC.@03/31/2020@20,391,550@-2,936,511@-12.588%@$1,968,600
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@13,136,184@2,220,948@20.347%@$1,268,167
STATE STREET CORP@03/31/2020@10,375,791@-87,252@-0.834%@$1,001,679
ALLIANCEBERNSTEIN L.P.@03/31/2020@9,157,951@3,688,343@67.433%@$884,109
