ActivePositions@Holders@Shares
Increased Positions@312@7,476,030
Decreased Positions@253@7,077,511
Held Positions@81@26,332,905
Total Institutional Shares@646@40,886,446
New Positions@99@1,490,611
Sold Out Positions@76@1,622,968
