Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Non-Durables@Beverages (Production/Distribution)@$66.00@$70.84/$69.58@759,925@2,738,719@$70.40@$73.43/$50.06@37,096,405,056@34.03@34.01@$2.07@N/A@N/A@N/A@N/A@1.0
