ActivePositions@Holders@Shares
Increased Positions@302@35,267,589
Decreased Positions@298@44,357,957
Held Positions@77@262,306,603
Total Institutional Shares@677@341,932,149
New Positions@88@10,287,503
Sold Out Positions@60@18,814,473
