ActivePositions@Holders@Shares
Increased Positions@504@60,468,959
Decreased Positions@638@62,245,223
Held Positions@160@622,258,454
Total Institutional Shares@1,302@744,972,636
New Positions@118@11,637,868
Sold Out Positions@165@7,551,671
