OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@75,441,593@1,941,310@2.641%@$4,518,951
BLACKROCK INC.@03/31/2020@68,190,169@-879,467@-1.273%@$4,084,591
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@51,177,900@3,417,125@7.155%@$3,065,556
STATE STREET CORP@03/31/2020@44,031,678@-376,936@-0.849%@$2,637,498
CAPITAL WORLD INVESTORS@03/31/2020@28,212,420@-1,522,191@-5.119%@$1,689,924
