OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@98,321,325@2,343,154@2.441%@$8,983,619
BLACKROCK INC.@03/31/2020@79,718,392@-1,569,908@-1.931%@$7,283,869
FMR LLC@03/31/2020@58,979,817@2,806,139@4.995%@$5,388,986
STATE STREET CORP@03/31/2020@47,329,751@-656,847@-1.369%@$4,324,519
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@41,503,100@4,088,112@10.926%@$3,792,138
