Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.71@1.1@3.69@5.86
7 Days Ago@0.71@1.1@3.69@5.85
30 Days Ago@0.71@1.11@3.74@5.83
60 Days Ago@0.85@1.28@3.98@5.96
90 Days Ago@0.94@1.4@4.15@6.1
