OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
BLACKROCK INC.@03/31/2020@134,828,811@6,537,765@5.096%@$878,410
BERKSHIRE HATHAWAY INC@03/31/2020@132,418,729@-3,857,000@-2.83%@$862,708
VANGUARD GROUP INC@03/31/2020@68,427,449@-2,020,728@-2.868%@$445,805
RENAISSANCE TECHNOLOGIES LLC@03/31/2020@54,250,805@23,243,102@74.959%@$353,444
STATE STREET CORP@03/31/2020@36,875,647@134,721@0.367%@$240,245
