OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@13,347,210@252,871@1.931%@$1,799,204
BLACKROCK INC.@03/31/2020@8,190,108@113,767@1.409%@$1,104,027
STATE STREET CORP@03/31/2020@5,553,974@294,310@5.596%@$748,676
MASSACHUSETTS FINANCIAL SERVICES CO /MA/@03/31/2020@3,658,300@95,610@2.684%@$493,139
MELVIN CAPITAL MANAGEMENT LP@03/31/2020@3,382,830@2,282,830@207.53%@$456,005
