Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Software: Prepackaged Software@$148.50@$136.95/$132.53@1,179,081@2,530,892@$134.80@$149.28/$100.00@15,296,815,530@37.92@57.85@$3.54@N/A@N/A@N/A@N/A@1.0
