|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|symbol_x|period_x|cashAndCashEquivalents|shortTermInvestments|cashAndShortTermInvestments|netReceivables|inventory_x|otherCurrentAssets|totalCurrentAssets|propertyPlantEquipmentNet|goodwill|intangibleAssets|goodwillAndIntangibleAssets|longTermInvestments|taxAssets|otherNonCurrentAssets|totalNonCurrentAssets|otherAssets|totalAssets|accountPayables|shortTermDebt|taxPayables|deferredRevenue|otherCurrentLiabilities|totalCurrentLiabilities|longTermDebt|deferredRevenueNonCurrent|deferredTaxLiabilitiesNonCurrent|otherNonCurrentLiabilities|totalNonCurrentLiabilities|otherLiabilities|totalLiabilities|commonStock|retainedEarnings|accumulatedOtherComprehensiveIncomeLoss|othertotalStockholdersEquity|totalStockholdersEquity|totalLiabilitiesAndStockholdersEquity|totalInvestments|totalDebt|netDebt|Date_x|Start Date_x|End Date_x|symbol_y|period_y|netIncome_x|depreciationAndAmortization_x|deferredIncomeTax|stockBasedCompensation|changeInWorkingCapital|accountsReceivables|inventory_y|accountsPayables|otherWorkingCapital|otherNonCashItems|netCashProvidedByOperatingActivities|investmentsInPropertyPlantAndEquipment|acquisitionsNet|purchasesOfInvestments|salesMaturitiesOfInvestments|otherInvestingActivites|netCashUsedForInvestingActivites|debtRepayment|commonStockIssued|commonStockRepurchased|dividendsPaid|otherFinancingActivites|netCashUsedProvidedByFinancingActivities|effectOfForexChangesOnCash|netChangeInCash|cashAtEndOfPeriod|cashAtBeginningOfPeriod|operatingCashFlow|capitalExpenditure|freeCashFlow|Date_y|Start Date_y|End Date_y|symbol|period|revenue|costOfRevenue|grossProfit|grossProfitRatio|researchAndDevelopmentExpenses|generalAndAdministrativeExpenses|sellingAndMarketingExpenses|otherExpenses|operatingExpenses|costAndExpenses|interestExpense|depreciationAndAmortization_y|ebitda|ebitdaratio|operatingIncome|operatingIncomeRatio|totalOtherIncomeExpensesNet|incomeBeforeTax|incomeBeforeTaxRatio|incomeTaxExpense|netIncome_y|netIncomeRatio|eps|epsdiluted|weightedAverageShsOut|weightedAverageShsOutDil|Date|Start Date|End Date|prctChangeOPEN|TargetProbability
2012-01-03|13.83|14.05|13.78|14.0|3323802|USD|0|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|1.011|0.6103653105628137
2012-01-04|13.98|14.1|13.87|14.0|1882779|USD|1|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|1.019|0.5824470831150234
2012-01-05|14.24|14.86|14.14|14.66|3656978|USD|2|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|1.028|0.5673744780773123
2012-01-06|14.64|14.98|14.52|14.76|2926726|USD|3|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|1.01|0.5366769928117077
2012-01-09|14.79|14.95|14.6|14.91|2406698|USD|4|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|1.015|0.5201240566483721
2012-01-10|15.01|15.07|14.3|14.49|2659047|USD|5|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|0.96|0.5222498351835333
2012-01-11|14.41|14.59|14.32|14.5|1301701|USD|6|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|0.99|0.5650259227704879
2012-01-12|14.26|14.58|14.11|14.58|1821615|USD|7|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|1.008|0.5650259227704879
2012-01-13|14.37|14.51|14.25|14.5|1714262|USD|8|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|1.01|0.5650259227704879
2012-01-17|14.51|14.98|14.5|14.82|3896872|USD|9|TTWO|Q3|453316000.0|0.0|453316000.0|53274000.0|22516000.0|223314000.0|752420000.0|18556000.0|223934000.0|16401000.0|240335000.0|0.0|0.0|129285000.0|388176000.0|129285000.0|1140596000.0|29400000.0|0.0|12711000.0|11794000.0|127884000.0|169078000.0|311906000.0|0.0|12711000.0|3116000.0|327733000.0|2300000.0|499111000.0|900000.0|-144503000.0|-1564000.0|786652000.0|641485000.0|1140596000.0|0.0|311906000.0|-141410000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|14104000.0|39536000.0|0.0|10803000.0|272918000.0|-33702000.0|22561000.0|-51753000.0|583342000.0|0.0|-44373000.0|-3204000.0|0.0|0.0|0.0|-6342000.0|-9546000.0|-6875000.0|0.0|-183576000.0|0.0|426744000.0|243168000.0|-12015000.0|183576000.0|453316000.0|269740000.0|-44373000.0|3204000.0|-47577000.0|2011-12-31|2011-12-31|2012-03-31|TTWO|Q3|236325000.0|126467000.0|109858000.0|0.464859832857294|16823000.0|29705000.0|40228000.0|2854000.0|89610000.0|216077000.0|0.0|39536000.0|59784000.0|0.252973659156|20248000.0|0.08567862054369998|0.0|13773000.0|0.0582799111393|-127000.0|14104000.0|0.0596805247012|0.17|0.17|83003000.0|83003000.0|2011-12-31|2011-12-31|2012-03-31|1.017|0.5587751547063882
