OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
BAKER BROS. ADVISORS LP@03/31/2020@31,978,785@1,912@0.006%@$3,024,553
VANGUARD GROUP INC@03/31/2020@20,583,954@557,631@2.784%@$1,946,830
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@18,640,426@10,865,780@139.759%@$1,763,011
BLACKROCK INC.@03/31/2020@15,312,371@102,285@0.672%@$1,448,244
WELLINGTON MANAGEMENT GROUP LLP@03/31/2020@13,307,643@-119,458@-0.89%@$1,258,637
