ActivePositions@Holders@Shares
Increased Positions@228@23,097,199
Decreased Positions@314@18,873,086
Held Positions@61@159,551,703
Total Institutional Shares@603@201,521,988
New Positions@46@1,763,165
Sold Out Positions@107@5,159,556
