ActivePositions@Holders@Shares
Increased Positions@1,343@195,954,236
Decreased Positions@2,007@114,954,427
Held Positions@148@2,440,745,021
Total Institutional Shares@3,498@2,751,653,684
New Positions@164@9,713,152
Sold Out Positions@123@5,270,797
