Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Manufacturing@$335.00@$333.60/$327.32@23,866,679@36,129,137@$331.50@$333.60/$190.30@1,445,327,349,100@26.15@27.11@$12.75@$3.28@May 8, 2020@May 14, 2020@0.99%@1.0
