ActivePositions@Holders@Shares
Increased Positions@375@65,675,943
Decreased Positions@524@61,911,240
Held Positions@148@646,631,462
Total Institutional Shares@1,047@774,218,645
New Positions@72@6,811,327
Sold Out Positions@147@11,828,128
