OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@86,242,957@1,953,438@2.318%@$3,610,130
BLACKROCK INC.@03/31/2020@72,097,170@-302,907@-0.418%@$3,017,988
WELLINGTON MANAGEMENT GROUP LLP@03/31/2020@66,898,005@17,354,482@35.029%@$2,800,350
STATE STREET CORP@03/31/2020@61,667,122@1,606,032@2.674%@$2,581,386
FMR LLC@03/31/2020@34,874,283@-1,086,136@-3.02%@$1,459,837
