Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@2.33@2.46@9.73@11.12
7 Days Ago@2.33@2.46@9.73@11.12
30 Days Ago@2.33@2.46@9.75@11.17
60 Days Ago@2.33@2.46@9.75@11.17
90 Days Ago@2.33@2.49@9.79@11.62
