OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@39,624,312@1,044,236@2.707%@$15,761,759
BLACKROCK INC.@03/31/2020@36,445,773@2,219,627@6.485%@$14,497,400
FMR LLC@03/31/2020@35,103,770@-376,969@-1.062%@$13,963,578
STATE STREET CORP@03/31/2020@19,895,885@-16,068@-0.081%@$7,914,185
PRIMECAP MANAGEMENT CO/CA/@03/31/2020@12,497,790@-2,663,400@-17.567%@$4,971,371
