ActivePositions@Holders@Shares
Increased Positions@920@24,479,403
Decreased Positions@816@24,077,109
Held Positions@187@364,977,835
Total Institutional Shares@1,923@413,534,347
New Positions@195@4,316,838
Sold Out Positions@128@2,252,323
