ActivePositions@Holders@Shares
Increased Positions@316@41,339,910
Decreased Positions@563@40,598,891
Held Positions@102@423,941,528
Total Institutional Shares@981@505,880,329
New Positions@53@9,179,482
Sold Out Positions@150@3,272,226
