Firm@To Grade@From Grade@Action
Goldman Sachs@Neutral@@main
Deutsche Bank@Buy@@main
BGB Securities@Hold@@main
Citigroup@Buy@@main
Needham@Buy@@down
JP Morgan@Overweight@@main
Deutsche Bank@Buy@@main
Goldman Sachs@Neutral@@main
Jefferies@Buy@@main
Goldman Sachs@Sell@Neutral@down
Bank of America@Buy@@main
PiperJaffray@Overweight@@main
Credit Suisse@Neutral@@init
Credit Suisse@Neutral@@init
Jefferies@Buy@@main
Oppenheimer@Outperform@@main
Bank of America@Buy@@main
Credit Suisse@Outperform@@up
PiperJaffray@Overweight@@main
Goldman Sachs@Neutral@Sell@up
Citigroup@Buy@@main
BMO Capital@Outperform@@main
Pacific Crest@Sector Perform@Outperform@down
Evercore Partners@Overweight@@init
UBS@Neutral@@main
Societe Generale@@@init
Societe Generale@Buy@@init
Barclays@Equal-Weight@Overweight@down
Goldman Sachs@Buy@Neutral@up
Nomura@Buy@@main
Berenberg@Buy@Hold@up
Barclays@Overweight@Equal-Weight@up
Tigress Financial@Buy@@init
Oppenheimer@Outperform@@main
BMO Capital@Outperform@@main
Deutsche Bank@Buy@@main
Barclays@Overweight@@main
Bank of America@Buy@@main
Nomura@Buy@@main
Berenberg@Hold@Buy@down
Nomura@Buy@@main
Morgan Stanley@Overweight@@up
UBS@Buy@Neutral@up
Credit Suisse@Outperform@@main
Deutsche Bank@Buy@@main
Susquehanna@Neutral@Positive@down
UBS@Buy@@main
Bernstein@Outperform@@init
CLSA@Outperform@@init
Bank of America@Buy@@main
Citigroup@Buy@@main
UBS@Neutral@Buy@down
Barclays@Overweight@@init
Citigroup@Buy@@main
Jefferies@Buy@@main
Citigroup@Buy@@main
Barclays@Overweight@@main
Berenberg@Buy@Hold@up
Citigroup@Buy@@main
Citigroup@Buy@@main
CLSA@Buy@Outperform@up
Barclays@Overweight@@main
Sterne Agee CRT@Neutral@@init
Barclays@Overweight@@main
JP Morgan@Overweight@@main
Barclays@Overweight@@main
Credit Suisse@Outperform@@main
Cowen & Co.@Outperform@@init
Barclays@Overweight@@main
SunTrust Robinson Humphrey@Neutral@Buy@down
Pacific Crest@Overweight@@init
Citigroup@Buy@@main
Nomura@Neutral@Buy@down
Wedbush@Neutral@@init
CLSA@Underperform@Outperform@down
CLSA@Buy@@main
Goldman Sachs@Neutral@Buy@down
Societe Generale@Buy@@init
HSBC@Buy@@init
Citigroup@Neutral@Buy@down
Citigroup@Neutral@@main
Jefferies@Buy@@main
Bank of America@Underperform@Buy@down
William Blair@Market Perform@Outperform@down
Morgan Stanley@Equal-Weight@Overweight@down
SunTrust Robinson Humphrey@Buy@Hold@up
Societe Generale@Hold@Buy@down
Loop Capital@Buy@Hold@up
Berenberg@Buy@Hold@up
Baird@Outperform@@main
Barclays@Overweight@@main
Citigroup@Neutral@@main
Needham@Strong Buy@Buy@up
William Blair@Outperform@Market Perform@up
Citigroup@Neutral@@main
BMO Capital@Outperform@@main
Morgan Stanley@Equal-Weight@@main
Credit Suisse@Outperform@@main
Bernstein@Outperform@@main
Citigroup@Buy@Neutral@up
Morgan Stanley@Equal-Weight@Equal-Weight@main
Barclays@Overweight@Overweight@main
Nomura@Neutral@Neutral@main
BMO Capital@Outperform@Outperform@main
Morgan Stanley@Equal-Weight@Equal-Weight@main
Bank of America@Buy@Buy@main
Credit Suisse@Outperform@Outperform@main
Argus@Buy@Hold@up
Argus@Hold@Buy@down
Morgan Stanley@Equal-Weight@Equal-Weight@main
Credit Suisse@Outperform@Outperform@main
KeyBanc@Overweight@Overweight@main
JP Morgan@Neutral@Overweight@down
Bank of America@Underperform@Buy@down
BMO Capital@Market Perform@Outperform@down
KeyBanc@Overweight@Overweight@main
Citigroup@Buy@Buy@main
Morgan Stanley@Equal-Weight@Equal-Weight@main
Citigroup@Buy@Buy@main
Bank of America@Underperform@Underperform@main
Goldman Sachs@Buy@Neutral@up
Cowen & Co.@Market Perform@Outperform@down
Bernstein@Outperform@Market Perform@up
BMO Capital@Outperform@Market Perform@up
Wells Fargo@Market Perform@Outperform@down
BMO Capital@Outperform@Outperform@main
Morgan Stanley@Underweight@Equal-Weight@down
KeyBanc@Sector Weight@Overweight@down
Evercore ISI Group@In-Line@Outperform@down
Goldman Sachs@Neutral@Buy@down
JP Morgan@Underweight@Neutral@down
Wedbush@Neutral@Outperform@down
UBS@Neutral@Neutral@main
Argus@Hold@Buy@down
HSBC@Hold@Buy@down
UBS@Sell@Neutral@down
Credit Suisse@Outperform@@main
Citigroup@Buy@@main
Barclays@Underweight@@main
Edward Jones@Buy@Hold@up
Needham@Underperform@Hold@down
Wolfe Research@Underperform@Peer Perform@down
Wells Fargo@Overweight@Equal-Weight@up
Wells Fargo@Overweight@@main
Wells Fargo@Overweight@@main
Morgan Stanley@Equal-Weight@Underweight@up
UBS@Sell@@main
Morgan Stanley@Equal-Weight@@main
Wells Fargo@Overweight@@main
BMO Capital@Market Perform@Outperform@down
Morgan Stanley@Equal-Weight@@main
RBC Capital@Outperform@@main
B of A Securities@Neutral@Underperform@up
