OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
BLACKROCK INC.@03/31/2020@52,277,651@1,396,215@2.744%@$3,062,425
VANGUARD GROUP INC@03/31/2020@43,937,224@1,120,963@2.618%@$2,573,843
DODGE & COX@03/31/2020@23,678,565@6,564,807@38.36%@$1,387,090
STATE STREET CORP@03/31/2020@23,335,779@145,532@0.628%@$1,367,010
BANK OF NEW YORK MELLON CORP@03/31/2020@20,137,548@424,443@2.153%@$1,179,658
