Date@Items@documentLink
2020-05-21@['Item 5.07']@/ix?doc=/Archives/edgar/data/1402057/000119312520150953/d935865d8k.htm
2020-05-06@['Item 2.02', 'Item 8.01', 'Item 9.01']@/ix?doc=/Archives/edgar/data/1402057/000140205720000091/cdw-2020331form8xk.htm
2017-05-19@['Item 8.01']@/Archives/edgar/data/1402057/000119312517179583/d394656d8k.htm
2017-05-03@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184317002543/f8k_050217.htm
2017-03-31@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/1402057/000119312517106889/d321062d8k.htm
2017-02-28@['Item 1.01', 'Item 2.03', 'Item 2.04', 'Item 9.01']@/Archives/edgar/data/1402057/000119312517067674/d260013d8k.htm
2017-02-23@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312517065945/d264769d8k.htm
2017-02-07@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184317000701/f8k_020617.htm
2016-11-02@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184316012819/f8k_110116.htm
2016-08-17@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/1402057/000119312516684783/d231285d8k.htm
2016-08-03@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184316011448/f8k_080216.htm
2016-06-27@['Item 5.02']@/Archives/edgar/data/1402057/000119312516634736/d220848d8k.htm
2016-05-19@['Item 5.02', 'Item 5.03', 'Item 5.07', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312516596107/d128306d8k.htm
2016-05-04@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184316009653/f8k_050316.htm
2016-03-10@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/1402057/000119312516503490/d149699d8k.htm
2016-03-02@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/1402057/000117184316008339/f8k_030316.htm
2016-02-09@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184316007744/f8k_020916.htm
2015-12-15@['Item 5.02']@/Archives/edgar/data/1402057/000117184315006823/f8k_121515.htm
2015-11-23@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312515390819/d161171d8k.htm
2015-11-04@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184315005946/gff8k_110415.htm
2015-08-12@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312515294609/d67771d8k.htm
2015-08-11@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/1402057/000117184315004585/gff8k_081215.htm
2015-08-01@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184315004254/gff8k_080315.htm
2015-05-17@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312515197084/d932364d8k.htm
2015-05-13@['Item 5.07']@/Archives/edgar/data/1402057/000119312515190273/d926847d8k.htm
2015-05-07@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184315002614/f8k_050615.htm
2015-03-25@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/1402057/000117184315001616/document.htm
2015-02-26@['Item 1.01', 'Item 2.03', 'Item 2.04', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312515075146/d883010d8k.htm
2015-02-10@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184315000698/f8k_021015.htm
2015-01-12@['Item 5.02', 'Item 8.01']@/Archives/edgar/data/1402057/000119312515011980/d852866d8k.htm
2015-01-12@['Item 8.01']@/Archives/edgar/data/1402057/000119312515008125/d850325d8k.htm
2014-12-02@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514436329/d835664d8k.htm
2014-11-24@['Item 1.01', 'Item 2.03', 'Item 2.04', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514428723/d827270d8k.htm
2014-11-06@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184314005294/gff8k_110614.htm
2014-09-03@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514336699/d783236d8k.htm
2014-07-31@['Item 1.01', 'Item 2.03', 'Item 2.04', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514298188/d768167d8k.htm
2014-07-31@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184314003582/f8k_073114.htm
2014-06-06@['Item 1.01', 'Item 1.02', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514230372/d739028d8k.htm
2014-05-22@['Item 1.01', 'Item 5.07', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514215094/d733958d8k.htm
2014-05-08@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184314002236/f8k_050814.htm
2014-04-09@['Item 2.04', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514136416/d707834d8k.htm
2014-03-24@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514121426/d702929d8k.htm
2014-03-07@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514095598/d690633d8k.htm
2014-02-13@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184314000707/f8k_021314.htm
2014-01-27@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514024525/d667442d8k.htm
2014-01-22@['Item 2.04', 'Item 9.01']@/Archives/edgar/data/1402057/000119312514016855/d660750d8k.htm
2013-12-23@['Item 2.04', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513482033/d647794d8k.htm
2013-12-09@['Item 7.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513466045/d640845d8k.htm
2013-11-13@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513446921/d630167d8k.htm
2013-11-01@['Item 2.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000117184313004333/f8k_110113.htm
2013-09-18@['Item 2.04', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513370072/d598821d8k.htm
2013-08-02@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752313003822/a50683559.htm
2013-07-31@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513315083/d577460d8k.htm
2013-07-24@['Item 2.02', 'Item 7.01']@/Archives/edgar/data/1402057/000119312513299635/d572708d8k.htm
2013-06-26@['Item 2.04', 'Item 5.02', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513281047/d562961d8k.htm
2013-06-12@['Item 1.01', 'Item 5.02', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513262824/d555898d8k.htm
2013-05-31@['Item 2.04', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513243255/d547684d8k.htm
2013-05-09@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752313002545/a50628717.htm
2013-04-29@['Item 1.01', 'Item 1.02', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513189482/d531213d8k.htm
2013-04-16@['Item 2.02', 'Item 7.01']@/Archives/edgar/data/1402057/000119312513156148/d521958d8k.htm
2013-02-13@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752313000724/a50562310.htm
2013-02-06@['Item 2.04', 'Item 9.01']@/Archives/edgar/data/1402057/000119312513040506/d481593d8k.htm
2012-12-12@['Item 5.02', 'Item 5.07', 'Item 9.01']@/Archives/edgar/data/1402057/000119312512501071/d452883d8k.htm
2012-11-21@['Item 2.04', 'Item 9.01']@/Archives/edgar/data/1402057/000115752312006174/a50486601.htm
2012-11-01@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752312005617/a50461532.htm
2012-08-01@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752312004095/a50361654.htm
2012-05-10@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312512227577/d351354d8k.htm
2012-05-03@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752312002466/a50263265.htm
2012-03-02@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312512096846/d309170d8k.htm
2012-02-16@['Item 1.01', 'Item 2.03', 'Item 2.04', 'Item 3.03', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312512067442/d303914d8k.htm
2012-02-16@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752312000828/a50170417.htm
2012-02-02@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312512037424/d293816d8k.htm
2012-02-02@['Item 2.02', 'Item 7.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312512035678/d293309d8k.htm
2011-11-01@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752311006191/a50050141.htm
2011-07-28@['Item 5.02']@/Archives/edgar/data/1402057/000119312511206863/d8k.htm
2011-08-01@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752311004470/a6812836.htm
2011-06-30@['Item 5.02', 'Item 7.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511180609/d8k.htm
2011-06-24@['Item 1.01', 'Item 1.02', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511178813/d8k.htm
2011-06-22@['Item 4.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511175767/d8k.htm
2011-05-23@['Item 5.02']@/Archives/edgar/data/1402057/000119312511151357/d8k.htm
2011-05-19@['Item 1.01', 'Item 2.03', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511147526/d8k.htm
2011-05-02@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752311002527/a6704224.htm
2011-04-20@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511104723/d8k.htm
2011-04-20@['Item 2.02', 'Item 7.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511103079/d8k.htm
2011-04-15@['Item 5.02']@/Archives/edgar/data/1402057/000119312511102493/d8k.htm
2011-04-12@['Item 1.01', 'Item 2.03', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511097735/d8k.htm
2011-04-06@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511092366/d8k.htm
2011-03-29@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511083142/d8k.htm
2011-03-11@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511064208/d8k.htm
2011-03-07@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511062134/d8k.htm
2011-03-04@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000115752311001394/a6635804.htm
2011-02-22@['Item 7.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312511042854/d8k.htm
2011-02-16@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000115752311000904/a6613211.htm
2010-12-17@['Item 1.01', 'Item 2.03', 'Item 9.01']@/Archives/edgar/data/1402057/000119312510284695/d8k.htm
2010-12-09@['Item 8.01']@/Archives/edgar/data/1402057/000119312510277536/d8k.htm
2010-12-02@['Item 1.01', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000119312510274898/d8k.htm
2010-11-29@['Item 2.02', 'Item 7.01']@/Archives/edgar/data/1402057/000119312510270329/d8k.htm
2010-11-22@['Item 7.01', 'Item 8.01']@/Archives/edgar/data/1402057/000119312510266089/d8k.htm
2010-11-12@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/1402057/000119312510260937/d8k.htm
2010-10-28@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/1402057/000119312510239752/d8k.htm
2010-10-26@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/1402057/000115752310006107/a6483838.htm
