Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Services@Catalog/Specialty Distribution@$107.50@$129.23/$125.35@1,655,470@1,055,549@$125.34@$146.09/$73.39@18,257,988,023@25.01@24.34@$5.13@$1.52@May 21, 2020@Jun 10, 2020@1.21%@1.0
