OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@23,553,069@612,372@2.669%@$34,105,786
BLACKROCK INC.@03/31/2020@20,100,166@409,793@2.081%@$29,105,844
FMR LLC@03/31/2020@12,852,942@-656,395@-4.859%@$18,611,574
STATE STREET CORP@03/31/2020@11,689,009@45,599@0.392%@$16,926,153
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@7,084,564@-511@-0.007%@$10,258,732
