Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Non-Durables@Beverages (Production/Distribution)@$141.50@$132.67/$131.05@3,179,070@5,974,581@$132.21@$147.20/$101.42@183,524,682,273@25.68@24.85@$5.15@$4.09@Jun 4, 2020@Jun 30, 2020@3.09%@1.0
