OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
BLACKROCK INC.@03/31/2020@16,043,037@384,396@2.455%@$4,833,125
PRIMECAP MANAGEMENT CO/CA/@03/31/2020@15,965,989@776,508@5.112%@$4,809,914
VANGUARD GROUP INC@03/31/2020@14,238,227@367,689@2.651%@$4,289,408
STATE STREET CORP@03/31/2020@8,262,242@30,055@0.365%@$2,489,083
RENAISSANCE TECHNOLOGIES LLC@03/31/2020@4,473,912@-95,994@-2.101%@$1,347,811
