ActivePositions@Holders@Shares
Increased Positions@441@9,970,148
Decreased Positions@580@16,038,370
Held Positions@189@119,640,890
Total Institutional Shares@1,210@145,649,408
New Positions@108@1,208,344
Sold Out Positions@103@1,044,752
