OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
FMR LLC@03/31/2020@8,464,310@5,238,483@162.392%@$5,112,782
CAPITAL WORLD INVESTORS@03/31/2020@7,133,280@-1,199,144@-14.391%@$4,308,786
BLACKROCK INC.@03/31/2020@6,597,849@459,001@7.477%@$3,985,365
VANGUARD GROUP INC@03/31/2020@6,415,230@162,927@2.606%@$3,875,056
STATE STREET CORP@03/31/2020@3,617,333@43,216@1.209%@$2,185,014
