ActivePositions@Holders@Shares
Increased Positions@463@10,352,994
Decreased Positions@347@8,564,222
Held Positions@81@56,852,234
Total Institutional Shares@891@75,769,450
New Positions@187@1,191,883
Sold Out Positions@81@999,376
