Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@6.14@6.94@27.1@31.72
7 Days Ago@6.21@7.01@27.22@31.66
30 Days Ago@5.69@6.77@26.11@30.45
60 Days Ago@6.21@6.88@27.07@30.38
90 Days Ago@7.1@7.31@28.18@29.99
