|Date|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY
0|2012-01-03|422.14000000000004|427.7949999999999|412.5199999999999|419.62499999999994|9829093|USD
1|2012-01-04|417.0300000000001|427.02000000000004|410.89|421.78000000000003|9836792|USD
2|2012-01-05|419.64|428.30999999999995|411.83000000000004|422.95000000000005|7754125|USD
3|2012-01-06|424.2800000000001|429.76|416.01|421.84|8266401|USD
4|2012-01-09|422.5|428.495|416.12|421.78|5476900|USD
5|2012-01-10|426.28999999999996|430.85999999999996|419.2|425.15|8128123|USD
6|2012-01-11|401.89|407.28999999999996|395.28000000000003|400.36999999999995|8414007|USD
7|2012-01-12|400.97999999999996|406.53999999999996|393.9399999999999|398.49|12026539|USD
8|2012-01-13|394.64000000000004|399.8699999999999|389.2534999999999|395.5799999999999|9643172|USD
9|2012-01-17|399.12000000000006|406.44900000000007|393.09|397.93999999999994|10119703|USD
10|2012-01-18|396.88999999999993|405.30000000000007|393.46000000000004|403.12000000000006|10954599|USD
11|2012-01-19|427.1700000000001|431.37000000000006|419.5|423.71999999999997|13172771|USD
12|2012-01-20|422.27|428.41|416.56000000000006|423.15000000000003|9806499|USD
13|2012-01-23|424.58|431.83000000000004|418.58000000000004|426.6000000000001|12226073|USD
14|2012-01-24|426.27|438.27|419.58000000000004|431.9|14710762|USD
15|2012-01-25|432.44000000000005|441.19|425.9|437.49|11915434|USD
16|2012-01-26|441.29999999999995|445.59999999999997|430.65000000000003|434.62999999999994|11963217|USD
17|2012-01-27|409.77|417.81|405.36000000000007|413.46999999999997|11089211|USD
18|2012-01-30|411.52|416.7699999999999|404.62|411.4200000000001|9604034|USD
19|2012-01-31|437.55999999999995|443.51|425.83000000000004|433.8500000000001|10726535|USD
20|2012-02-01|436.14000000000004|443.1600000000001|425.1400000000001|433.70000000000005|15344523|USD
21|2012-02-02|433.38|440.88|425.7|435.0400000000001|15108304|USD
22|2012-02-03|441.65000000000003|446.99|430.05|439.08|12067869|USD
23|2012-02-06|437.88|448.08000000000004|434.25999999999993|444.3|7428054|USD
24|2012-02-07|443.47999999999996|452.37|437.4199999999999|445.87000000000006|8279673|USD
25|2012-02-08|447.64000000000004|453.19000000000005|438.1000000000001|444.23|8860441|USD
26|2012-02-09|445.8|453.319|439.97|448.27000000000004|9226936|USD
27|2012-02-10|444.1|449.5|435.48|442.64|10339463|USD
28|2012-02-13|445.28|452.3049999999999|438.1300000000001|445.03|8695095|USD
29|2012-02-14|446.52|449.99|437.11|442.9200000000001|8550549|USD
30|2012-02-15|421.32000000000005|427.3713000000001|413.7799999999999|419.81|9898179|USD
31|2012-02-16|445.34000000000003|455.37999999999994|439.64|452.24|12465518|USD
32|2012-02-17|431.52|435.98|425.69999999999993|430.78|11405880|USD
33|2012-02-21|434.52000000000004|439.25|427.40999999999997|431.7899999999999|10355998|USD
34|2012-02-22|453.4000000000001|459.2200000000001|439.77999999999986|449.5300000000001|14713359|USD
35|2012-02-23|450.23999999999995|455.44999999999993|441.47999999999996|452.3999999999999|12234403|USD
36|2012-02-24|454.18|461.3|446.5400000000001|452.08000000000004|10341528|USD
37|2012-02-27|452.68000000000006|464.5299999999999|447.65000000000003|457.53|9499890|USD
38|2012-02-28|459.8|463.5400000000001|446.6|451.84999999999997|9745927|USD
39|2012-02-29|450.80999999999995|458.15999999999997|437.42999999999995|443.4100000000001|12278775|USD
40|2012-03-01|423.59|435.51|418.32000000000005|429.29000000000013|10080899|USD
41|2012-03-02|427.90999999999997|433.91|418.8999999999999|424.03|9225312|USD
