|Date|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY
0|2012-01-03|28972.691|30473.7421|28942.428|30456.727000000003|570883|USD
1|2012-01-04|31500.905|34208.222|31481.675|31944.038999999997|645834|USD
2|2012-01-05|31942.682|45480.411|30438.299|34977.853|767355|USD
3|2012-01-06|31977.476|37984.463|31966.69|33477.956999999995|320397|USD
4|2012-01-09|34230.265|37231.893000000004|34212.806|37224.799999999996|516899|USD
5|2012-01-10|31980.695|36494.51|31971.215|33492.700000000004|701235|USD
6|2012-01-11|36493.12|36500.380000000005|36484.973999999995|36494.75199999999|458961|USD
7|2012-01-12|31995.585000000003|36514.867999999995|31985.273999999998|36510.748|475668|USD
8|2012-01-13|36502.630000000005|37270.89|35000.677|35016.401|303742|USD
9|2012-01-17|32018.358|32769.493|31992.765|32749.02|698184|USD
10|2012-01-18|32747.334|41002.113000000005|32731.532|36495.024000000005|472087|USD
11|2012-01-19|38001.875|38766.965000000004|34245.475|38007.682|692847|USD
12|2012-01-20|38007.534999999996|39521.259|36491.899999999994|39517.76|569674|USD
13|2012-01-23|36509.27|38020.007|33506.465|33661.72|460012|USD
14|2012-01-24|35017.055|35050.5641|35003.117|35046.359000000004|643302|USD
15|2012-01-25|35047.93|35055.916|34273.434|34298.52|520838|USD
16|2012-01-26|38052.25|38071.054000000004|33542.549999999996|38050.235|955868|USD
17|2012-01-27|36547.38|36557.84|36536.972|36552.975|477104|USD
18|2012-01-30|38053.12|38069.148|38044.686|38065.263999999996|637020|USD
19|2012-01-31|35816.79|35829.425|35813.72|35826.189|2011299|USD
20|2012-02-01|34328.08|35090.102|33550.577000000005|35082.133|1101283|USD
21|2012-02-02|35081.316|35096.596|32817.4401|32837.415|1362275|USD
22|2012-02-03|33596.019|38113.124|32077.411|36603.463|902048|USD
23|2012-02-06|35097.339|35102.06|35092.043|35099.665|758989|USD
24|2012-02-07|35100.325000000004|35102.569|33571.513999999996|34324.104|1067611|USD
25|2012-02-08|35063.496|35087.062999999995|32947.611|32982.0381|1120406|USD
26|2012-02-09|35082.86|36584.416|35064.979999999996|36577.525|1105738|USD
27|2012-02-10|35072.896|35085.18|33531.8431|35071.612|767925|USD
28|2012-02-13|32830.200000000004|34334.17|32038.54|32072.53|1156349|USD
29|2012-02-14|30569.027000000002|32087.358|30565.899999999998|32084.906|1135946|USD
30|2012-02-15|32088.05|33593.1398|29817.122|29820.915|955813|USD
31|2012-02-16|33572.16|33598.627|32820.651|32844.962|649429|USD
32|2012-02-17|32097.98|34273.61|32079.161|32082.25|835629|USD
33|2012-02-21|32099.02|32100.3194|30535.982|30545.16|678078|USD
34|2012-02-22|32046.907|35034.31|29006.403000000002|34846.52|787635|USD
35|2012-02-23|30511.778|34292.77|30510.010000000002|34279.16|588444|USD
36|2012-02-24|31281.19|34905.8819|31280.285|33544.06|1223298|USD
37|2012-02-27|34890.04|34892.905|34842.265|34860.97|1077966|USD
38|2012-02-28|34843.895000000004|36522.249|33495.044|35749.844000000005|496345|USD
39|2012-02-29|35751.083|36518.454300000005|35745.0|36496.698|617347|USD
40|2012-03-01|36349.883|36510.347|36335.657999999996|36488.689999999995|2147608|USD
41|2012-03-02|36492.22|37270.233|36471.15|37229.689|1351866|USD
42|2012-03-05|36478.6|37920.745|36476.131|37236.469|1077387|USD
43|2012-03-06|37231.590000000004|40994.46|36463.953|40969.950000000004|732023|USD
44|2012-03-07|36471.55|37982.142|34968.0|37974.769|1230032|USD
45|2012-03-08|35727.840000000004|37978.926|35710.975|36469.438|639750|USD
46|2012-03-09|37970.18|37989.12|35718.600000000006|37987.35|1260374|USD
47|2012-03-12|37782.57|37810.380000000005|36274.11|37806.79|8309685|USD
48|2012-03-13|37805.24|37832.593|36293.498|36307.109000000004|2949762|USD
49|2012-03-14|37809.98|37814.65|36283.48|36287.61|1353956|USD
50|2012-03-15|34795.32|36283.4999|34783.038|36277.845|3068480|USD
51|2012-03-16|36272.131|36284.68|36267.568|36282.97|1490249|USD
52|2012-03-19|36281.689999999995|37792.329999999994|34770.309|37777.36|1638267|USD
53|2012-03-20|34775.23|36279.879|34761.481|36269.39|1425854|USD
54|2012-03-21|37769.86|37777.101|37011.49|37015.05|1799304|USD
55|2012-03-22|36263.975|37765.884|36233.735|37741.23|1691094|USD
56|2012-03-23|37723.81|37740.865|37707.332|37729.199|1227248|USD
57|2012-03-26|33982.096|40743.899|33980.555|39238.43|1497033|USD
58|2012-03-27|37733.986000000004|39235.14|34721.83|39223.236000000004|1260906|USD
59|2012-03-28|40727.3|40737.22|39974.634|40729.362|1070242|USD
60|2012-03-29|40728.965000000004|42230.623999999996|37721.257|37726.056000000004|952958|USD
61|2012-03-30|39978.99|40730.262|39970.177|40722.291000000005|1133177|USD
62|2012-04-02|40723.843|40734.263|39965.448|39973.064999999995|1236861|USD
63|2012-04-03|42220.699|42222.159|39960.926|39966.4051|906462|USD
64|2012-04-04|42217.085|44468.009000000005|39959.28|43714.077000000005|723323|USD
65|2012-04-05|43715.755|44475.19|42965.0655|43722.241|675131|USD
66|2012-04-09|43721.22|44473.544|43709.301999999996|43711.505|979384|USD
67|2012-04-10|45136.625|46716.864|43721.89|43723.475|920742|USD
68|2012-04-11|43710.46000000001|47465.263|43705.25|46712.96|586620|USD
69|2012-04-12|46713.79|51222.659|45224.736|45961.863|610573|USD
70|2012-04-13|51215.083|51217.299|46856.094900000004|48210.594999999994|674088|USD
71|2012-04-16|47461.055|49712.9589|46850.93|49704.56|696168|USD
72|2012-04-17|49706.87|49715.39|46997.08|47004.681|573650|USD
73|2012-04-18|49523.63|49637.03|48198.08|49330.71|1216289|USD
74|2012-04-19|51224.189999999995|60256.831|49709.649|59461.272|571143|USD
75|2012-04-20|59465.135|84219.66|59448.810000000005|70703.114|976886|USD
76|2012-04-23|75951.03000000001|78954.355|67693.29699999999|73697.601|715023|USD
77|2012-04-24|72946.19|78199.142|64692.827999999994|71896.65|703574|USD
78|2012-04-25|66202.01|73704.159|66184.56|67690.739|740582|USD
79|2012-04-26|67694.47|81947.42899999999|67679.06999999999|80432.25899999999|1597727|USD
80|2012-04-27|80432.65999999999|81935.53|73670.55799999999|76674.845|1446347|USD
81|2012-04-30|79675.76|82684.5249|75924.18999999999|82680.515|1499088|USD
82|2012-05-01|85680.01|109690.962|82677.44200000001|105186.5|1233212|USD
83|2012-05-02|108185.755|125450.51999999999|94682.31700000001|96947.0|2764153|USD
84|2012-05-03|96946.74|103700.826|79684.89|88694.356|2711901|USD
85|2012-05-04|89443.433|92444.526|89430.47|90937.67|1529806|USD
86|2012-05-07|91686.51|92441.37800000001|88832.217|91690.27|1555379|USD
87|2012-05-08|91690.13|91693.417|89434.95509999999|90190.38|817202|USD
88|2012-05-09|90938.22|102943.418|90932.545|96189.633|1231623|USD
89|2012-05-10|102940.04|102960.726|90335.794|93203.413|1847060|USD
90|2012-05-11|98461.982|103714.845|94700.785|94708.26|2119267|USD
91|2012-05-14|96954.49699999999|102224.85|94702.23|100716.209|1466109|USD
92|2012-05-15|97714.897|109722.68|97710.433|105213.63|1303828|USD
93|2012-05-16|105207.15|112562.04|102946.29|106700.54|1550794|USD
94|2012-05-17|107458.2|107461.046|94699.84700000001|102203.98|1760681|USD
95|2012-05-18|106696.17|106700.12|99187.77|99193.57|1601966|USD
96|2012-05-21|102194.11|108037.2999|102183.13|106691.58|1669785|USD
