|Date|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY
0|2012-01-03|1564.9310000000003|1591.347|1529.3300000000004|1555.138|31343732|USD
1|2012-01-04|1513.504|1539.9449999999997|1491.622|1514.2389999999994|28566664|USD
2|2012-01-05|1537.834|1569.488|1510.7409999999998|1555.8679999999997|27751368|USD
3|2012-01-06|1556.991000000001|1585.9279999999999|1533.7710000000004|1561.258|26124535|USD
4|2012-01-09|1551.5459999999998|1574.8090000000004|1525.0079999999996|1553.5439999999994|24478090|USD
5|2012-01-10|1589.0320000000006|1620.2910000000002|1568.1599999999996|1602.4500000000003|35293070|USD
6|2012-01-11|1533.413|1567.6619999999998|1520.9990000000005|1552.4269999999997|24307131|USD
7|2012-01-12|1599.635|1626.381|1575.0649999999996|1608.081|25615633|USD
8|2012-01-13|1578.8200000000004|1600.3120000000006|1550.7190000000003|1573.48|24458265|USD
9|2012-01-17|1619.6699999999996|1640.2660000000008|1590.2999999999995|1608.1489999999992|25735373|USD
10|2012-01-18|1602.7899999999997|1641.928000000001|1588.0219999999993|1631.2399999999998|25666152|USD
11|2012-01-19|1606.5609999999997|1632.9899999999996|1585.285999999999|1613.3700000000003|22571488|USD
12|2012-01-20|1624.7959999999998|1647.8699999999997|1602.3310000000004|1628.2500000000002|21602050|USD
13|2012-01-23|1639.856|1660.5299999999997|1616.3299999999992|1636.3700000000001|18111324|USD
14|2012-01-24|1628.3080000000007|1666.7090000000003|1612.7700000000002|1656.4299999999996|23029540|USD
15|2012-01-25|1659.5829999999999|1689.0989999999995|1637.5140000000008|1675.401|55370908|USD
16|2012-01-26|1686.5219999999993|1709.2210000000005|1653.9777999999997|1680.3100000000002|34457259|USD
17|2012-01-27|1675.8359999999998|1709.8459999999998|1661.669|1694.3390000000004|31258619|USD
18|2012-01-30|1685.4569999999999|1707.705|1660.840599999999|1685.2121999999997|33314052|USD
19|2012-01-31|1689.4730000000004|1706.9929999999997|1651.3930000000003|1679.7599999999998|46909744|USD
20|2012-02-01|1694.294|1736.1260000000004|1675.708|1721.5680000000004|31546944|USD
21|2012-02-02|1724.8919999999996|1752.947|1699.8599999999994|1727.4089999999992|27983952|USD
