|Date|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY
0|2012-01-03|882.1400000000001|918.3800000000001|871.2500000000001|902.5800000000003|12109076|USD
1|2012-01-04|896.45|908.7499999999998|886.1200000000002|894.06|9580340|USD
2|2012-01-05|890.3300000000003|907.3199999999999|869.3899999999999|888.0199999999998|15107868|USD
3|2012-01-06|889.2799999999997|903.31|874.7199999999998|890.6599999999999|10901854|USD
4|2012-01-09|899.7099999999999|907.7459999999998|882.1799999999996|898.773|14117972|USD
5|2012-01-10|902.4400000000002|915.0960000000001|897.3499999999999|908.4300000000002|22296641|USD
6|2012-01-11|902.8301|938.8099999999998|894.2500000000001|935.1740000000001|30375510|USD
7|2012-01-12|943.0200000000003|992.0400000000003|922.0409999999998|940.4800000000002|17519845|USD
8|2012-01-13|928.9999999999999|936.03|907.1999999999998|926.5699999999997|8369479|USD
9|2012-01-17|933.1400000000002|952.1099999999999|918.7600000000001|942.138|12307773|USD
10|2012-01-18|940.03|1003.0600000000004|932.2500000000002|972.59|9494511|USD
11|2012-01-19|974.0289999999999|994.9299999999998|959.7609999999997|984.5499999999998|10515149|USD
12|2012-01-20|983.7600000000002|1010.3000000000003|967.3499999999999|996.7999999999995|19224592|USD
13|2012-01-23|999.0600000000003|1049.15|987.1299999999999|1027.3100000000002|10623063|USD
14|2012-01-24|1024.4700000000003|1050.6399999999999|998.7100999999998|1038.3500000000001|10179625|USD
15|2012-01-25|1083.8600000000004|1095.3300000000002|1021.96|1047.13|15931112|USD
16|2012-01-26|1065.8100000000002|1073.8300000000004|1030.64|1060.0289999999998|18732837|USD
17|2012-01-27|1064.1299999999997|1107.53|1054.4499999999998|1089.1499999999999|13966902|USD
18|2012-01-30|1074.6799999999998|1138.7700000000002|1069.12|1122.2649999999999|13468015|USD
19|2012-01-31|1127.4100000000003|1145.1700000000003|1072.06|1088.87|15825373|USD
20|2012-02-01|1093.92|1103.4499999999996|1030.6909999999998|1066.25|23675146|USD
21|2012-02-02|1073.1729999999998|1086.0|1038.61|1049.74|14154223|USD
22|2012-02-03|1079.36|1105.7110000000002|1055.2|1075.7999|15497650|USD
23|2012-02-06|1075.294|1157.0300000000002|1066.784|1128.7000000000003|12273115|USD
24|2012-02-07|1130.97|1141.3400000000001|1088.4899999999998|1104.5099999999998|12387439|USD
25|2012-02-08|1107.3200000000002|1134.4225|1077.6|1112.8949999999998|10622319|USD
26|2012-02-09|1118.37|1214.9690000000003|1095.95|1175.389|9502931|USD
27|2012-02-10|1162.52|1264.93|1106.8999999999999|1192.4299999999998|9023635|USD
28|2012-02-13|1208.53|1295.47|1195.55|1256.6099999999997|11779985|USD
29|2012-02-14|1262.8099999999997|1424.8200000000002|1235.8700000000001|1403.0499999999997|10203626|USD
30|2012-02-15|1464.5800000000004|1488.27|1300.1899999999998|1304.9090000000003|12435560|USD
31|2012-02-16|1316.7499999999995|1365.9789999999998|1254.2899999999995|1362.1299999999994|16877489|USD
32|2012-02-17|1361.2699999999995|1383.82|1295.27|1319.1390000000001|15073416|USD
33|2012-02-21|1324.1300000000003|1333.5300000000002|1209.8|1247.6200000000001|24516265|USD
34|2012-02-22|1269.6799999999998|1276.8500000000001|1206.6899999999998|1227.3800000000003|13095780|USD
35|2012-02-23|1212.6529|1276.7200000000003|1164.3000000000002|1248.6999999999996|19689156|USD
36|2012-02-24|1236.1535|1277.604|1214.2800000000002|1247.9289999999999|19093335|USD
37|2012-02-27|1249.2401|1259.7199999999998|1209.4899999999998|1231.9500000000003|19010510|USD
38|2012-02-28|1223.2900000000004|1247.4100000000003|1191.89|1205.2900000000002|15656387|USD
39|2012-02-29|1211.2600000000002|1223.7990000000002|1144.0899999999997|1149.6899999999998|15558357|USD
40|2012-03-01|1148.69|1191.5400000000002|1131.35|1155.8300000000002|13603733|USD
41|2012-03-02|1149.2100000000003|1156.5600000000002|1101.25|1108.87|12170669|USD
42|2012-03-05|1107.4000000000003|1139.3200000000004|1098.7|1115.3899999999999|10453237|USD
43|2012-03-06|1102.27|1114.252|1042.7001000000002|1068.3099999999997|11108593|USD
44|2012-03-07|1078.4149999999997|1095.7450000000001|1051.23|1072.6599999999999|10137182|USD
45|2012-03-08|1089.6399999999999|1132.189|1064.52|1113.1999999999998|13095134|USD
46|2012-03-09|1109.72|1135.33|1086.9599999999998|1113.0|18734200|USD
47|2012-03-12|1117.2089999999998|1138.14|1076.95|1110.1899999999998|20599894|USD
48|2012-03-13|1121.01|1143.1100000000004|1085.37|1140.43|14975590|USD
49|2012-03-14|1132.5200000000002|1248.0900000000004|1119.6200000000001|1232.4499999999996|9541855|USD
50|2012-03-15|1203.7799999999995|1234.9899999999998|1119.6900000000003|1167.76|14804687|USD
51|2012-03-16|1168.5020000000002|1245.2098999999998|1110.1918999999998|1225.79|17668100|USD
52|2012-03-19|1225.64|1250.0000000000002|1161.4800000000002|1220.8199999999997|9835717|USD
53|2012-03-20|1206.1499999999999|1232.4999999999995|1164.6700000000005|1173.14|10104183|USD
54|2012-03-21|1170.3800000000003|1220.03|1157.4410000000003|1196.1300000000003|9198206|USD
55|2012-03-22|1181.0599999999997|1204.2200000000003|1164.6699999999998|1191.62|9426284|USD
56|2012-03-23|1194.9199999999996|1246.1800000000005|1178.2400000000002|1235.2699999999998|7403586|USD
57|2012-03-26|1244.3300000000002|1310.0900000000006|1233.81|1302.0100000000002|9368221|USD
58|2012-03-27|1297.5200000000002|1346.2549999999997|1233.83|1246.9300000000003|8880390|USD
59|2012-03-28|1254.0199999999995|1300.7799999999997|1242.2609999999995|1266.8000000000002|14479817|USD
60|2012-03-29|1262.2699999999998|1302.1899999999996|1254.964|1294.9899999999996|37854228|USD
61|2012-03-30|1312.74|1331.38|1272.14|1288.4000999999996|22211180|USD
62|2012-04-02|1285.9500000000003|1326.7700000000004|1278.0300000000002|1307.0300000000004|13875849|USD
63|2012-04-03|1293.3299999999997|1307.5300000000002|1183.7900000000002|1217.3500000000004|12267347|USD
64|2012-04-04|1215.46|1234.14|1193.66|1225.5408999999997|13285886|USD
65|2012-04-05|1216.19|1234.6399999999999|1187.5399999999995|1197.5599999999997|9058335|USD
66|2012-04-09|1167.3399999999997|1176.4260000000002|1150.2299999999998|1155.7209999999998|9918318|USD
67|2012-04-10|1154.23|1183.45|1140.7309999999995|1144.7499999999995|13942933|USD
68|2012-04-11|1157.28|1222.9299999999998|1153.0299999999997|1201.9700000000005|13648428|USD
69|2012-04-12|1204.4800000000002|1256.19|1192.93|1226.795|17618765|USD
70|2012-04-13|1216.98|1223.5800000000002|1167.8|1196.54|9366178|USD
71|2012-04-16|1189.1399999999999|1219.57|1181.4200000000003|1198.1100000000001|10033164|USD
72|2012-04-17|1222.7400000000002|1250.6|1215.19|1225.295|11370447|USD
73|2012-04-18|1217.0|1259.8100000000004|1202.7900000000002|1212.7700000000002|12577109|USD
74|2012-04-19|1216.6101|1247.2499999999995|1192.8899999999999|1204.0600000000004|15960690|USD
