|Date|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY
0|2012-01-03|140674518.5970001|147394561.3186|140674469.56430012|146050506.5333|92193515|USD
1|2012-01-04|145602491.67779988|147394533.79849994|138882459.2021001|145602494.89440003|85859234|USD
2|2012-01-05|147842488.52709997|161282552.5210999|145602461.15809998|159490526.32629988|98700993|USD
3|2012-01-06|160386525.35190007|176514580.81269994|153666487.74179998|173378530.65189996|101289893|USD
4|2012-01-09|175618537.1936001|197122586.7306|167106488.2726|186370537.65589988|99279947|USD
5|2012-01-10|191746573.20879993|196002609.76279992|173378526.52449998|182786571.58150005|115711138|USD
6|2012-01-11|180098559.3893001|190402606.95999986|174274529.76499987|184578585.81679985|101217174|USD
7|2012-01-12|189058589.87479994|190402636.33400002|180098553.2883|188610607.1395|90097508|USD
8|2012-01-13|187266588.17599997|200706624.12869993|181442549.86100006|186370587.79779992|83864126|USD
9|2012-01-17|187266605.69419992|188610643.99929997|150978566.2421|162626597.8807|96387226|USD
10|2012-01-18|157250599.67340004|171586652.23369995|155906573.82409993|169346632.12090003|99734895|USD
11|2012-01-19|168450631.57990006|178754670.22959995|168450597.7358|173378636.73190007|93005790|USD
12|2012-01-20|174274623.54810008|182338669.17749998|170690577.75919995|178754634.92259988|93942634|USD
13|2012-01-23|179650644.2356|181442691.33320007|172482597.4884|174722636.93620008|80138573|USD
14|2012-01-24|174722626.16229996|178754669.76540005|170242592.5901|172930641.6246|86096588|USD
15|2012-01-25|172034645.7051|179202705.4193|168450608.52789995|176514677.6515|99428155|USD
16|2012-01-26|176962686.51670003|177410710.96379998|169346621.88700002|170690661.43170002|109251730|USD
17|2012-01-27|168002655.20530003|174722720.7209|167554631.53460002|172482687.28199998|99759181|USD
18|2012-01-30|170690664.62469995|173826710.2161|166210620.15469995|169794672.94940004|103815913|USD
19|2012-01-31|171138680.15550002|179202722.23980004|169794638.03999996|177858684.29259998|116080841|USD
20|2012-02-01|179202696.68299997|188122442.6259999|176075628.25310004|183682733.74500003|127688001|USD
21|2012-02-02|194882737.64530003|200258789.45999998|188610702.70829996|190850754.55990002|97168129|USD
22|2012-02-03|194434792.73489994|196226845.60019997|187714749.67179987|194882808.18559995|187556762|USD
23|2012-02-06|193986788.468|209214373.8426|193090750.74670005|201154824.26950008|122061340|USD
24|2012-02-07|203394825.39900005|203394859.54830003|193090765.92509997|195330808.74509984|110304851|USD
25|2012-02-08|195330811.373|196674857.24479994|190402756.22770002|193538813.5861|109421434|USD
26|2012-02-09|194882816.1205|194882847.20940003|188162753.3457|189954789.45230013|94244514|USD
27|2012-02-10|181890780.42410004|189058815.12010005|181442734.82029992|185474770.5543|92984260|USD
28|2012-02-13|186818802.7904999|190402853.9756|185026766.82950002|189506819.90759987|84391577|USD
29|2012-02-14|194434804.23960003|199318041.8765|190402750.5768001|193986794.16939998|91522486|USD
30|2012-02-15|195330823.97289997|195330857.41300008|185474762.01240003|185922796.24139997|86907055|USD
31|2012-02-16|186370789.01240006|193986851.2035|185922754.98250008|191746813.43010002|91978664|USD
32|2012-02-17|193090837.96069995|196226871.40889996|186370753.94920003|189506801.83539993|211104518|USD
33|2012-02-21|189058821.68120003|192642845.20519996|185474746.77359995|190402779.0842999|135193785|USD
34|2012-02-22|190402771.1888|193090805.14919996|188610683.48070002|189058728.08380005|114877827|USD
35|2012-02-23|189506729.78339997|193538794.60029998|185922699.24030003|192194756.9253|121279899|USD
36|2012-02-24|191746758.19720003|193538807.78520006|186370725.3781999|186818768.16169995|81339610|USD
37|2012-02-27|186818763.2117|200706826.28999996|186818727.45759997|199810786.9823|83239772|USD
38|2012-02-28|199810790.85070008|208322832.5967|196226744.14470005|206082788.04590002|100959027|USD
39|2012-02-29|207426795.05449995|212354827.9326|194882735.57239997|195330758.6735999|122521262|USD
40|2012-03-01|197122771.85029998|205634824.70709994|196674725.33619997|199362777.7201999|101888155|USD
41|2012-03-02|200258776.34919998|201154808.4435|188610722.3335|188610754.294|93259013|USD
42|2012-03-05|187714751.39470002|190402794.30859992|185474706.8815|185474752.90520003|82401510|USD
43|2012-03-06|184578729.873|185026761.05220002|168898675.2169|173378704.79079992|95771326|USD
44|2012-03-07|174722718.92029998|181442761.49770007|169794686.35159996|178306728.5963|71990695|USD
45|2012-03-08|180546744.00090006|181442792.20690003|171138711.8939|172482762.88189995|87373233|USD
46|2012-03-09|179650764.9983|179650816.9957|154562740.34409985|156354782.64479998|71207041|USD
47|2012-03-12|155458784.41650003|160386825.49530002|151426745.54459998|157698774.93039998|60855211|USD
48|2012-03-13|159490782.0228|161730818.94970003|150530741.4596999|153218798.78639996|83180766|USD
49|2012-03-14|152322810.28569987|154562845.07929996|139778760.8496|140674794.51940003|81314118|USD
50|2012-03-15|141122792.8384|144706834.4371|137090758.88639992|143362813.5914|78248648|USD
51|2012-03-16|142914823.18269998|145602857.65349996|138434784.35959995|138882823.3963001|125961564|USD
52|2012-03-19|138434818.38330013|139778871.05410004|135746788.75750002|138434837.71210003|74622856|USD
53|2012-03-20|144258827.83609995|158594857.6075|144258784.88140002|153218820.11810002|96110781|USD
54|2012-03-21|152322815.46910003|155458857.9857001|146946782.89099997|147394820.57400003|84043161|USD
55|2012-03-22|145602811.20839995|146498848.79750007|137762774.86480004|140674821.7050002|75844102|USD
56|2012-03-23|142914825.74199995|143362864.94570005|139778792.6984001|142018845.35329998|79004687|USD
57|2012-03-26|144706866.9179|146472057.0756|142466841.99190006|145154909.91040003|142841146|USD
58|2012-03-27|146498908.94410002|147842944.4434|143362866.38990006|143810893.95189998|138513903|USD
59|2012-03-28|143810896.86869997|144706929.80569994|138882832.9064001|140226874.70400003|98784537|USD
