|Date|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY
0|2012-01-03|4587.325|4645.488|4512.005999999998|4582.476|83032758|USD
1|2012-01-04|4439.281999999997|4486.696000000002|4381.911999999998|4433.085999999999|66036734|USD
2|2012-01-05|4408.85|4491.250000000002|4355.200000000002|4456.569999999997|83857967|USD
3|2012-01-06|4416.4299999999985|4452.05|4350.6759999999995|4396.709999999999|75797437|USD
4|2012-01-09|4421.76|4466.6990000000005|4372.610000000001|4430.700000000001|80051354|USD
5|2012-01-10|4515.859999999999|4571.149999999999|4464.505999999999|4527.510000000002|94995764|USD
6|2012-01-11|4484.489999999998|4537.729999999999|4440.179999999999|4506.329999999997|71712280|USD
7|2012-01-12|4432.659999999998|4471.628999999995|4378.059999999999|4447.129999999997|74725315|USD
8|2012-01-13|4426.570000000002|4479.381000000001|4394.996|4447.739999999998|83846155|USD
9|2012-01-17|4477.648999999999|4520.968999999999|4411.631000000003|4450.88|93037304|USD
10|2012-01-18|4448.37|4525.5700000000015|4413.610000000001|4506.489999999999|91940289|USD
11|2012-01-19|4498.200000000001|4538.290000000001|4434.960000000001|4486.580000000001|106435477|USD
12|2012-01-20|4439.390000000001|4514.689999999998|4401.8020000000015|4486.7|116825696|USD
13|2012-01-23|4544.769999999997|4598.349999999999|4486.639999999998|4542.37|85063014|USD
14|2012-01-24|4512.0199999999995|4595.232000000002|4474.580000000002|4559.792|87166590|USD
15|2012-01-25|4577.369999999998|4647.479999999998|4512.171999999998|4590.689999999998|90793800|USD
16|2012-01-26|4542.750000000003|4576.089000000002|4437.180000000001|4495.990000000001|133000661|USD
17|2012-01-27|4493.480000000001|4566.868999999997|4459.5999999999985|4532.098999999998|77807253|USD
18|2012-01-30|4556.739|4613.418999999999|4510.1|4568.619|72650110|USD
19|2012-01-31|4560.699000000002|4599.288999999998|4485.819999999998|4542.23|93392497|USD
20|2012-02-01|4582.5289999999995|4676.089000000001|4532.640000000005|4641.359|108239942|USD
