|Date|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY
0|2012-01-03|3310.1559999999995|3348.8459999999995|3238.831|3279.983|191321883|USD
1|2012-01-04|3282.9429999999998|3324.131999999999|3240.831|3284.891999999999|282883540|USD
2|2012-01-05|3199.8349999999996|3264.523999999999|3156.6180000000004|3239.5260000000007|340497848|USD
3|2012-01-06|3291.193499999999|3333.1435|3238.189|3283.343|274401508|USD
4|2012-01-09|3239.638999999999|3275.7300999999984|3192.8709999999996|3237.614|396918550|USD
5|2012-01-10|3331.062999999999|3372.965|3287.1820000000002|3333.355|317533729|USD
6|2012-01-11|3267.678|3324.624000000001|3240.879000000001|3294.6980000000003|243417136|USD
7|2012-01-12|3266.8950000000013|3308.182|3226.9369999999994|3283.552|242596678|USD
8|2012-01-13|3345.141099999999|3398.533999999999|3314.2070000000003|3367.017999999999|264850972|USD
9|2012-01-17|3404.855999999999|3445.414000000001|3362.1269999999986|3399.6769999999983|226075390|USD
10|2012-01-18|3327.090999999999|3392.9599999999996|3289.238999999999|3366.479|241261855|USD
11|2012-01-19|3444.749999999998|3501.1989999999987|3412.783999999998|3463.4629999999997|248396995|USD
12|2012-01-20|3388.335|3431.106999999998|3344.5970000000007|3386.4330000000014|220152281|USD
13|2012-01-23|3450.445899999998|3492.5888999999997|3405.273999999999|3445.703999999999|209090938|USD
14|2012-01-24|3436.100999999999|3501.7990000000013|3408.9130000000005|3477.531999999999|167483966|USD
15|2012-01-25|3471.0548|3536.3840000000005|3437.2000000000007|3509.775|257004462|USD
16|2012-01-26|3521.3629|3557.152|3461.4939999999992|3497.8340000000003|376286091|USD
17|2012-01-27|3396.415|3451.8569999999986|3369.251|3423.6910000000007|279125553|USD
18|2012-01-30|3429.573|3462.9369999999994|3382.296000000001|3426.361|290192449|USD
19|2012-01-31|3352.874|3381.1029999999987|3291.6199999999994|3330.0999999999985|273032382|USD
20|2012-02-01|3495.599999999999|3565.437999999999|3463.688000000001|3539.9600000000005|263528573|USD
21|2012-02-02|3467.7190000000005|3513.6339999999996|3420.361|3473.5078000000003|188986923|USD
22|2012-02-03|3583.4499999999985|3635.203|3542.6108000000004|3600.4210000000007|237151695|USD
23|2012-02-06|3409.2140000000004|3438.753000000001|3359.9640000000004|3401.6050000000005|196916187|USD
24|2012-02-07|3577.4170000000004|3630.7629999999986|3549.3999999999987|3596.983|241494103|USD
25|2012-02-08|3600.1049999999977|3646.0339999999997|3553.044500000002|3608.075999999999|264388690|USD
26|2012-02-09|3618.7609999999986|3672.3900000000003|3570.351999999999|3623.6619999999994|270292622|USD
27|2012-02-10|3570.1130000000016|3616.5229999999983|3530.9660000000017|3573.2899999999972|178695543|USD
28|2012-02-13|3606.7390000000005|3644.7910000000006|3559.055999999998|3610.18|168738976|USD
29|2012-02-14|3615.733|3658.612000000001|3569.2349999999997|3621.9440000000013|191462173|USD
30|2012-02-15|3625.6319999999982|3653.887000000002|3557.2250000000013|3586.2239999999993|206064710|USD
31|2012-02-16|3583.5850000000005|3653.0299999999997|3543.126|3616.1740000000023|194547807|USD
32|2012-02-17|3632.1840000000016|3677.8810000000008|3587.741000000002|3639.604999999999|175282931|USD
33|2012-02-21|3650.7229999999986|3702.4278999999997|3601.115000000001|3640.2389999999996|233700000|USD
34|2012-02-22|3626.1399999999994|3667.0690000000013|3574.709099999999|3613.5960000000014|269494856|USD
35|2012-02-23|3614.9750000000004|3677.4741999999987|3580.807000000001|3645.422999999998|184311085|USD
36|2012-02-24|3635.5229000000004|3670.864999999999|3589.5879999999997|3622.174|235202454|USD
37|2012-02-27|3627.7309999999998|3681.9679999999985|3586.529000000001|3647.0030000000006|203486088|USD
38|2012-02-28|3638.1499999999996|3682.3119999999994|3594.271000000002|3645.0580000000004|212483672|USD
39|2012-02-29|3666.5339999999997|3699.949900000001|3598.0650000000014|3622.573000000001|254034143|USD
40|2012-03-01|3625.3689999999983|3676.4930000000004|3579.938000000001|3624.437|201903889|USD
41|2012-03-02|3512.4950000000003|3553.6059999999998|3443.363099999999|3476.552099999999|269646049|USD
42|2012-03-05|3603.1760000000013|3662.3999999999996|3575.7399999999993|3629.982000000002|188733246|USD
43|2012-03-06|3544.0280000000007|3581.7940999999987|3497.733999999999|3529.352000000001|191729694|USD
44|2012-03-07|3501.812|3553.663|3474.243|3526.8781000000004|210581430|USD
45|2012-03-08|3514.4790000000007|3562.889|3473.760999999999|3531.2799999999997|255285900|USD
46|2012-03-09|3638.541|3702.2474999999995|3605.080000000001|3663.4250000000015|223680605|USD
47|2012-03-12|3653.860999999998|3689.9990000000007|3620.262|3655.322999999999|159934476|USD
48|2012-03-13|3616.8759999999997|3662.643000000001|3571.196999999999|3642.38|200612584|USD
49|2012-03-14|3639.463|3671.835|3594.6939999999995|3629.4579999999996|166143175|USD
50|2012-03-15|3644.942999999998|3695.8360000000002|3602.4739999999997|3667.367000000001|172437718|USD
51|2012-03-16|3731.0971000000004|3757.9094000000005|3680.646999999999|3711.764000000001|202198121|USD
52|2012-03-19|3704.5589999999984|3770.45|3677.5510000000017|3735.3269999999998|148415271|USD
53|2012-03-20|3719.6910000000025|3769.7291999999993|3683.0550000000003|3732.351999999998|145935214|USD
54|2012-03-21|3641.876000000002|3689.8160000000016|3612.254000000001|3652.634000000001|147397056|USD
55|2012-03-22|3621.3770000000004|3677.3955000000005|3593.257999999999|3646.108|163800461|USD
56|2012-03-23|3651.029999999999|3686.7929999999997|3606.158|3666.950999999999|137677386|USD
57|2012-03-26|3789.876|3863.504000000001|3765.4649999999997|3834.1590000000006|189290883|USD
58|2012-03-27|3749.0079999999994|3778.0710000000013|3702.244|3726.4420000000014|197812312|USD
59|2012-03-28|3801.554999999998|3827.116000000001|3736.331|3777.351999999998|173951890|USD
60|2012-03-29|3743.5289000000002|3782.990000000001|3703.7031|3757.3869999999997|188455495|USD
61|2012-03-30|3816.9870000000014|3841.919999999999|3756.9009999999994|3786.793999999999|257596352|USD
62|2012-04-02|3753.0030000000015|3824.4829999999984|3729.8059000000017|3801.503|277123665|USD
63|2012-04-03|3803.5740000000005|3847.1150000000002|3757.2939999999985|3790.1809999999978|268228324|USD
64|2012-04-04|3669.800000000001|3694.609999999998|3611.0710000000004|3645.3010000000013|221763924|USD
65|2012-04-05|3709.471999999999|3770.309999999998|3685.8420000000006|3733.6360000000013|193787363|USD
66|2012-04-09|3612.172999999999|3659.7819999999997|3568.714000000001|3612.9679999999976|147217393|USD
67|2012-04-10|3691.1569999999992|3715.4960000000005|3587.020999999999|3610.6509999999985|241536721|USD
68|2012-04-11|3645.088|3698.372999999999|3613.239999999999|3662.1460000000006|196174593|USD
69|2012-04-12|3666.055999999999|3736.9850000000006|3638.6160999999993|3708.784000000001|185163523|USD
70|2012-04-13|3694.396999999999|3725.3349999999996|3645.0970000000007|3676.9709999999995|154767348|USD
71|2012-04-16|3723.3920000000007|3754.4370000000004|3658.423|3699.611000000002|186890014|USD
72|2012-04-17|3722.995000000001|3777.8480999999997|3697.497999999999|3737.1240000000007|194282822|USD
73|2012-04-18|3695.356100000002|3736.611000000001|3656.408999999998|3697.1990000000005|154270317|USD
74|2012-04-19|3720.112999999999|3760.653000000001|3655.2239999999993|3685.832|169344001|USD
75|2012-04-20|3700.975000000001|3733.500999999999|3643.1539999999995|3680.243|169036005|USD
76|2012-04-23|3645.773000000001|3675.2840000000006|3593.4230000000007|3640.9399999999987|231487392|USD
77|2012-04-24|3632.721|3677.7880999999993|3575.4410000000016|3621.9600000000014|260612050|USD
78|2012-04-25|3597.371000000001|3650.040999999999|3560.5600000000004|3610.6729999999984|203411998|USD
79|2012-04-26|3724.0840000000007|3812.061999999999|3682.744|3774.1209999999983|231759260|USD
80|2012-04-27|3743.3639999999978|3813.203999999998|3700.834999999999|3774.6130000000026|256745096|USD
81|2012-04-30|3825.386900000001|3863.375099999999|3762.4390000000003|3806.0479999999993|219321514|USD
82|2012-05-01|3814.6170000000016|3883.383999999999|3765.3880000000026|3798.2709999999997|270810460|USD
83|2012-05-02|3799.511|3873.5700000000006|3762.2929999999983|3842.4799999999996|210116621|USD
84|2012-05-03|3828.0689999999986|3861.9169999999976|3747.976999999999|3785.155|213975876|USD
85|2012-05-04|3775.515999999999|3805.7149999999992|3698.9569999999985|3724.191|269288107|USD
86|2012-05-07|3643.4779999999996|3704.6119999999996|3605.0660000000003|3651.3889999999997|231618718|USD
87|2012-05-08|3695.171|3744.2370000000005|3612.6839999999993|3697.8610000000012|341403106|USD
88|2012-05-09|3668.7789999999977|3740.7688999999996|3629.3470000000016|3692.944|300460946|USD
89|2012-05-10|3714.429999999998|3761.0209999999997|3659.8204999999984|3708.7859999999982|229613829|USD
90|2012-05-11|3678.1459999999993|3764.401999999999|3651.0039999999985|3712.1329999999994|204164900|USD
91|2012-05-14|3688.5930000000008|3730.501|3637.0560000000005|3668.5809999999983|237854803|USD
92|2012-05-15|3668.063|3736.4300999999978|3632.1580000000004|3673.7459999999983|236358810|USD
93|2012-05-16|3689.5439999999994|3736.403|3637.9140000000007|3667.2740000000026|218307883|USD
94|2012-05-17|3554.736000000001|3584.071999999999|3443.1059999999993|3461.765000000001|343287174|USD
