|Date|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY
0|2012-01-03|1206.1200000000003|1223.1599999999999|1178.68|1193.3100000000002|33657909|USD
1|2012-01-04|1176.09|1200.3400000000006|1162.8|1182.5899999999997|37189596|USD
2|2012-01-05|1193.89|1218.0520000000004|1174.9899999999998|1206.7299999999998|39291169|USD
3|2012-01-06|1206.2300000000002|1219.66|1185.7100000000005|1200.4400000000003|36126566|USD
4|2012-01-09|1204.8400000000001|1221.76|1186.74|1206.3999999999996|31908238|USD
5|2012-01-10|1222.6499999999999|1242.55|1209.1400000000003|1228.0600000000002|41536240|USD
6|2012-01-11|1218.7399999999998|1239.73|1202.8700000000003|1225.75|41422031|USD
7|2012-01-12|1222.4000000000003|1249.6699999999996|1205.0900000000004|1233.7400000000002|34597002|USD
8|2012-01-13|1220.7500000000005|1241.0300000000002|1207.49|1220.8000000000002|32489546|USD
9|2012-01-17|1230.7600000000002|1248.7799999999997|1211.6200000000003|1229.25|32620132|USD
10|2012-01-18|1228.3999999999996|1254.7499999999998|1217.06|1246.35|35803976|USD
11|2012-01-19|1257.4700000000003|1274.1100000000001|1238.5499999999995|1259.37|31468717|USD
12|2012-01-20|1258.25|1283.8700000000001|1241.6899999999998|1268.29|26916595|USD
13|2012-01-23|1258.27|1274.22|1234.9399999999996|1252.0600000000002|29166614|USD
14|2012-01-24|1257.0300000000002|1286.7499999999998|1243.7700000000007|1276.2|27193841|USD
15|2012-01-25|1269.2100000000003|1298.1300000000003|1257.0700000000004|1287.4199999999996|29539676|USD
16|2012-01-26|1294.8500000000001|1312.8099999999995|1273.2499999999995|1294.4899999999998|26830349|USD
17|2012-01-27|1286.8799999999994|1309.39|1277.3099999999995|1299.5|22284305|USD
18|2012-01-30|1288.3499999999995|1301.1299999999999|1270.47|1286.1600000000003|26477427|USD
19|2012-01-31|1293.4400000000003|1309.14|1272.5900000000004|1291.9300000000003|36382731|USD
20|2012-02-01|1296.7500000000002|1323.61|1280.1600000000003|1306.94|34731726|USD
21|2012-02-02|1308.83|1329.57|1290.8400000000004|1310.0600000000002|30579171|USD
22|2012-02-03|1320.19|1345.1650000000002|1305.16|1329.8600000000001|28374678|USD
23|2012-02-06|1318.18|1333.6499999999994|1299.6789999999996|1322.2700000000002|24372934|USD
24|2012-02-07|1326.3000000000002|1342.9400000000003|1306.2100000000005|1327.06|25350050|USD
25|2012-02-08|1326.9900000000005|1346.8790000000008|1307.66|1328.9400000000003|25545270|USD
26|2012-02-09|1331.3699999999997|1347.1200000000003|1310.9|1326.9430000000002|24373379|USD
27|2012-02-10|1296.0700000000002|1310.4299999999996|1279.3999999999999|1292.62|29306022|USD
28|2012-02-13|1309.6400000000006|1327.67|1291.49|1310.3500000000008|31409091|USD
29|2012-02-14|1300.5399999999995|1338.28|1285.3760000000002|1324.4800000000005|38317145|USD
30|2012-02-15|1326.3700000000001|1347.8499999999997|1302.7900000000002|1319.741|32874334|USD
31|2012-02-16|1333.7399999999996|1365.9500000000005|1323.7899999999997|1355.8880000000001|29039350|USD
32|2012-02-17|1350.8500000000001|1359.9199999999998|1330.5710000000001|1344.1419999999998|30782305|USD
33|2012-02-21|1352.57|1368.2889999999998|1327.7009999999996|1340.7699999999998|37577812|USD
34|2012-02-22|1339.9200000000008|1353.2199999999993|1321.1800000000003|1333.9600000000003|31261560|USD
35|2012-02-23|1335.0699999999997|1361.9200000000005|1321.3600000000001|1351.64|32068354|USD
36|2012-02-24|1338.43|1356.51|1318.86|1339.1099999999997|41410201|USD
37|2012-02-27|1326.1800000000003|1347.9199999999998|1310.7700000000002|1329.3700000000001|29789737|USD
38|2012-02-28|1333.46|1347.9000000000003|1314.0049999999994|1331.1900000000005|26093886|USD
39|2012-02-29|1334.0600000000004|1347.7699999999995|1312.8700000000001|1321.0599999999997|29339612|USD
40|2012-03-01|1318.55|1346.34|1304.8399999999997|1327.6599999999996|31045766|USD
41|2012-03-02|1329.52|1348.5200000000002|1302.9999999999998|1319.94|28285066|USD
42|2012-03-05|1322.07|1342.9870000000003|1303.1400000000003|1323.5599999999997|26236066|USD
43|2012-03-06|1309.9299999999996|1324.6100000000006|1286.3749999999995|1297.3000000000002|34055650|USD
44|2012-03-07|1300.4099999999996|1318.0800000000002|1279.6699999999998|1300.0000000000005|34475283|USD
45|2012-03-08|1302.5899999999992|1322.3799999999997|1284.8059999999998|1308.4900000000002|32377343|USD
46|2012-03-09|1313.9399999999998|1345.0200000000002|1304.0899999999995|1332.7000000000003|33070904|USD
47|2012-03-12|1340.2400000000002|1358.57|1326.06|1344.7100000000003|27712000|USD
48|2012-03-13|1344.44|1365.7200000000003|1327.3400000000001|1358.4850000000004|34816322|USD
49|2012-03-14|1358.0400000000002|1371.4100000000003|1333.3200000000004|1347.79|28029414|USD
50|2012-03-15|1353.2399999999996|1366.2699999999998|1332.0599999999997|1353.5579999999998|32261820|USD
51|2012-03-16|1354.2200000000007|1365.4499999999998|1332.6900000000003|1343.3000000000004|46751267|USD
52|2012-03-19|1340.9099999999996|1368.8689999999995|1326.5800000000004|1350.76|26162826|USD
53|2012-03-20|1331.4400000000007|1347.4199999999998|1319.1200000000001|1333.4300000000003|24170776|USD
54|2012-03-21|1348.1000000000001|1367.98|1335.211|1348.2600000000002|27491836|USD
55|2012-03-22|1334.88|1359.9099999999999|1322.3399999999997|1346.5599999999995|31829793|USD
56|2012-03-23|1347.5299999999997|1366.5600000000004|1331.1299999999997|1356.3399999999997|24535075|USD
57|2012-03-26|1352.6200000000003|1373.6400000000006|1336.9500000000003|1360.4599999999998|26129529|USD
58|2012-03-27|1366.8599999999994|1378.5999999999997|1348.2300000000002|1357.5700000000004|27621365|USD
59|2012-03-28|1365.65|1375.8000000000002|1339.0299999999995|1356.3400000000001|29128122|USD
60|2012-03-29|1347.0199999999995|1362.2589999999998|1330.21|1350.1499999999999|26752256|USD
61|2012-03-30|1363.5899999999997|1375.489|1337.9819999999997|1350.6499999999999|26384609|USD
62|2012-04-02|1353.5299999999997|1375.3549999999993|1339.3500000000001|1364.0|28081532|USD
63|2012-04-03|1360.05|1383.4900000000002|1342.5400000000004|1358.2000000000003|42927197|USD
64|2012-04-04|1347.7500000000002|1359.3700000000001|1329.7499999999995|1342.5599999999997|25912134|USD
65|2012-04-05|1337.8099999999997|1361.3799999999999|1326.2099999999996|1348.2300000000002|25562018|USD
66|2012-04-09|1328.9699999999991|1343.62|1312.1699999999998|1328.2299999999998|21272580|USD
67|2012-04-10|1325.1799999999996|1333.9099999999996|1290.1199999999997|1297.3350000000003|33315240|USD
68|2012-04-11|1311.52|1329.8200000000006|1295.1399999999999|1316.9599999999994|33250931|USD
69|2012-04-12|1306.6299999999994|1330.9800000000007|1298.031|1318.3999999999996|26955787|USD
70|2012-04-13|1323.2600000000002|1338.9700000000003|1301.8999999999996|1318.3299999999992|31267407|USD
71|2012-04-16|1311.7000000000005|1326.59|1286.4099999999996|1304.1499999999996|43918463|USD
72|2012-04-17|1319.6700000000003|1350.3500000000006|1309.48|1332.69|35979290|USD
73|2012-04-18|1321.84|1334.91|1301.3499999999995|1317.802|29983220|USD
