Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Software: Prepackaged Software@$308.00@$295.25/$291.77@687,525@1,340,492@$293.05@$306.89/$187.68@76,769,778,639@58.07@49.01@$5.07@$2.12@Jul 9, 2020@Jul 20, 2020@0.74%@1.0
