OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@22,283,926@1,001,153@4.704%@$6,530,305
BLACKROCK INC.@03/31/2020@22,168,702@76,677@0.347%@$6,496,538
VANGUARD GROUP INC@03/31/2020@20,709,514@527,209@2.612%@$6,068,923
STATE STREET CORP@03/31/2020@11,200,004@-51,793@-0.46%@$3,282,161
FMR LLC@03/31/2020@7,455,362@-1,103,293@-12.891%@$2,184,794
