ActivePositions@Holders@Shares
Increased Positions@550@15,128,899
Decreased Positions@478@15,853,958
Held Positions@148@197,099,327
Total Institutional Shares@1,176@228,082,184
New Positions@98@2,086,008
Sold Out Positions@122@1,243,467
