ActivePositions@Holders@Shares
Increased Positions@564@32,705,103
Decreased Positions@735@47,590,568
Held Positions@156@432,269,490
Total Institutional Shares@1,455@512,565,161
New Positions@118@5,009,543
Sold Out Positions@168@8,649,255
