OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@71,395,146@1,943,927@2.799%@$3,357,000
BLACKROCK INC.@03/31/2020@50,290,465@-1,939,197@-3.713%@$2,364,658
STATE STREET CORP@03/31/2020@46,681,845@15,378@0.033%@$2,194,980
FRANKLIN RESOURCES INC@03/31/2020@17,492,239@-781,458@-4.276%@$822,485
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC@03/31/2020@14,818,565@334,500@2.309%@$696,769
