OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@23,153,592@594,938@2.637%@$2,767,086
BLACKROCK INC.@03/31/2020@19,532,178@536,661@2.825%@$2,334,291
STATE STREET CORP@03/31/2020@14,019,159@750,716@5.658%@$1,675,430
MASSACHUSETTS FINANCIAL SERVICES CO /MA/@03/31/2020@10,969,701@242,929@2.265%@$1,310,989
FMR LLC@03/31/2020@10,188,637@146,522@1.459%@$1,217,644
