Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.7@1.07@4.99@5.65
7 Days Ago@0.69@1.07@4.99@5.67
30 Days Ago@0.35@1.08@4.96@5.65
60 Days Ago@0.35@1.09@4.95@5.66
90 Days Ago@0.35@1.09@4.93@5.64
