Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@EDP Services@$246.00@$215.16/$212.76@425,655@709,449@$214.45@$221.78/$148.77@24,721,981,680@32.13@41.40@$6.66@N/A@N/A@N/A@N/A@1.0
