|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|symbol_x|period_x|cashAndCashEquivalents|shortTermInvestments|cashAndShortTermInvestments|netReceivables|inventory_x|otherCurrentAssets|totalCurrentAssets|propertyPlantEquipmentNet|goodwill|intangibleAssets|goodwillAndIntangibleAssets|longTermInvestments|taxAssets|otherNonCurrentAssets|totalNonCurrentAssets|otherAssets|totalAssets|accountPayables|shortTermDebt|taxPayables|deferredRevenue|otherCurrentLiabilities|totalCurrentLiabilities|longTermDebt|deferredRevenueNonCurrent|deferredTaxLiabilitiesNonCurrent|otherNonCurrentLiabilities|totalNonCurrentLiabilities|otherLiabilities|totalLiabilities|commonStock|retainedEarnings|accumulatedOtherComprehensiveIncomeLoss|othertotalStockholdersEquity|totalStockholdersEquity|totalLiabilitiesAndStockholdersEquity|totalInvestments|totalDebt|netDebt|Date_x|Start Date_x|End Date_x|symbol_y|period_y|netIncome_x|depreciationAndAmortization_x|deferredIncomeTax|stockBasedCompensation|changeInWorkingCapital|accountsReceivables|inventory_y|accountsPayables|otherWorkingCapital|otherNonCashItems|netCashProvidedByOperatingActivities|investmentsInPropertyPlantAndEquipment|acquisitionsNet|purchasesOfInvestments|salesMaturitiesOfInvestments|otherInvestingActivites|netCashUsedForInvestingActivites|debtRepayment|commonStockIssued|commonStockRepurchased|dividendsPaid|otherFinancingActivites|netCashUsedProvidedByFinancingActivities|effectOfForexChangesOnCash|netChangeInCash|cashAtEndOfPeriod|cashAtBeginningOfPeriod|operatingCashFlow|capitalExpenditure|freeCashFlow|Date_y|Start Date_y|End Date_y|symbol|period|revenue|costOfRevenue|grossProfit|grossProfitRatio|researchAndDevelopmentExpenses|generalAndAdministrativeExpenses|sellingAndMarketingExpenses|otherExpenses|operatingExpenses|costAndExpenses|interestExpense|depreciationAndAmortization_y|ebitda|ebitdaratio|operatingIncome|operatingIncomeRatio|totalOtherIncomeExpensesNet|incomeBeforeTax|incomeBeforeTaxRatio|incomeTaxExpense|netIncome_y|netIncomeRatio|eps|epsdiluted|weightedAverageShsOut|weightedAverageShsOutDil|Date|Start Date|End Date|prctChangeOPEN|TargetProbability
2012-01-03|36.4|36.45|35.67|35.82|1932980|USD|0|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|0.982|0.5271459485551921
2012-01-04|35.74|35.87|35.43|35.82|1606338|USD|1|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|0.999|0.5409961997295514
2012-01-05|35.7|35.82|35.24|35.74|1773978|USD|2|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|0.996|0.5512371749731441
2012-01-06|35.57|35.75|35.3|35.4|2014499|USD|3|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|0.982|0.5524597626621197
2012-01-09|34.94|35.24|34.75|35.02|2610940|USD|4|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|1.014|0.57946225881984
2012-01-10|35.42|35.81|35.15|35.72|2015635|USD|5|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|1.01|0.5662311232760348
2012-01-11|35.78|36.09|35.58|35.58|1323293|USD|6|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|0.996|0.5750176013962688
2012-01-12|35.63|35.91|35.57|35.81|1020446|USD|7|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|1.002|0.5584443753953633
2012-01-13|35.7|35.85|35.39|35.54|972182|USD|8|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|1.006|0.5661320135128776
2012-01-17|35.92|36.23|35.72|35.8|931567|USD|9|VRSN|FY|1313349000.0|32860000.0|1346209000.0|14974000.0|0.0|86598000.0|1447781000.0|327136000.0|0.0|0.0|53848000.0|32860000.0|0.0|27414000.0|408398000.0|0.0|1856179000.0|156385000.0|0.0|0.0|502538000.0|0.0|658923000.0|100000000.0|226033000.0|325527000.0|633803000.0|1285363000.0|0.0|1944286000.0|317000.0|-20220577000.0|-3084000.0|20135237000.0|-88107000.0|1856179000.0|32860000.0|100000000.0|-1213349000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|53814000.0|14251000.0|-21597000.0|7165000.0|64399000.0|-213000.0|0.0|25500000.0|788858000.0|0.0|124214000.0|-129216000.0|0.0|-4564000.0|2503000.0|3847000.0|-129933000.0|-1067000.0|8473000.0|-1294000.0|0.0|120220000.0|117859000.0|-1579000.0|110561000.0|1313349000.0|1202788000.0|124214000.0|129216000.0|-5002000.0|2011-12-31|2011-12-31|2012-03-31|VRSN|FY|203646000.0|42016000.0|161630000.0|0.7936811918721703|13121000.0|24512000.0|27772000.0|0.0|65405000.0|110773000.0|11859000.0|14251000.0|107124000.0|0.52603046463|92873000.0|0.456051186863|0.0|77326000.0|0.37970792453599994|31997000.0|53814000.0|0.264252673757|0.34|0.33|165408000.0|166887000.0|2011-12-31|2011-12-31|2012-03-31|0.999|0.5482695454527831
