ActivePositions@Holders@Shares
Increased Positions@248@8,186,670
Decreased Positions@298@7,635,754
Held Positions@86@91,980,033
Total Institutional Shares@632@107,802,457
New Positions@70@2,369,370
Sold Out Positions@85@649,841
