Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@1.16@1.41@5.96@6.89
7 Days Ago@1.16@1.41@5.96@6.89
30 Days Ago@1.43@1.5@6.26@7.07
60 Days Ago@1.49@1.51@6.36@7.14
90 Days Ago@1.53@1.52@6.45@7.18
