Firm@To Grade@From Grade@Action
Benchmark@Buy@@main
Canaccord Genuity@Buy@@main
Jefferies@Hold@@main
CL King@Neutral@Buy@down
JP Morgan@Neutral@@main
Baird@Outperform@Neutral@up
Wedbush@Neutral@@init
Jefferies@Hold@@main
JP Morgan@Neutral@@main
Jefferies@Hold@@main
Canaccord Genuity@Buy@@main
Hilliard Lyons@Neutral@@init
Canaccord Genuity@Hold@Buy@down
Wedbush@Outperform@Neutral@up
William Blair@Outperform@@init
JP Morgan@Neutral@@main
Barclays@Equal-Weight@@init
RBC Capital@Sector Perform@@init
Benchmark@Hold@Buy@down
Benchmark@Hold@Buy@down
Berenberg@Hold@@init
KeyBanc@Sector Weight@@init
Mitsubishi UFJ@Overweight@@init
Wedbush@Neutral@Outperform@down
Goldman Sachs@Neutral@@init
Barclays@Equal-Weight@@main
Evercore ISI Group@Hold@@init
Evercore ISI Group@Hold@@init
JP Morgan@Underweight@Neutral@down
Barclays@Underweight@Equal-Weight@down
Barclays@Underweight@@main
Baird@Outperform@@main
Citigroup@Neutral@@main
Berenberg@Buy@Hold@up
Goldman Sachs@Buy@Neutral@up
Baird@Outperform@Outperform@main
Barclays@Underweight@Underweight@main
Needham@Buy@Hold@up
Wedbush@Outperform@Neutral@up
Benchmark@Buy@Hold@up
Wedbush@Outperform@Outperform@main
Wedbush@Outperform@@main
JP Morgan@Underweight@@main
JP Morgan@Neutral@Underweight@up
Benchmark@Buy@@main
Wedbush@Outperform@@main
Needham@Buy@@main
Benchmark@Buy@@reit
Benchmark@Buy@@reit
JP Morgan@Underweight@Neutral@down
Needham@Hold@Buy@down
Baird@Outperform@@main
Wedbush@Outperform@@main
Wedbush@Outperform@@main
RBC Capital@Sector Perform@@main
