Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Software: Prepackaged Software@$260.00@$292.32/$283.44@411,676@554,709@$289.10@$299.06/$186.81@24,886,873,599@61.08@60.95@$4.76@N/A@N/A@N/A@N/A@1.0
