palmOil@controversialWeapons@gambling@socialScore@nuclear@furLeather@alcoholic@gmo@catholic@socialPercentile@peerCount@governanceScore@environmentPercentile@animalTesting@tobacco@totalEsg@highestControversy@esgPerformance@coal@pesticides@adult@percentile@peerGroup@smallArms@environmentScore@governancePercentile@militaryContract
False@False@False@9.96@False@False@False@False@False@0@100@5.16@0@False@False@15.87@0@UNDER_PERF@False@False@False@8.53@Software & Services@False@0.75@0@False
