ActivePositions@Holders@Shares
Increased Positions@833@29,704,288
Decreased Positions@619@22,437,982
Held Positions@184@314,693,813
Total Institutional Shares@1,636@366,836,083
New Positions@215@4,395,074
Sold Out Positions@128@2,709,094
