OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
CAPITAL RESEARCH GLOBAL INVESTORS@03/31/2020@37,911,773@-90,274@-0.238%@$15,903,610
VANGUARD GROUP INC@03/31/2020@34,119,980@726,050@2.174%@$14,312,990
BLACKROCK INC.@03/31/2020@28,400,154@1,220,312@4.49%@$11,913,581
FMR LLC@03/31/2020@22,359,484@1,782,375@8.662%@$9,379,580
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@20,513,786@394,915@1.963%@$8,605,328
