palmOil@controversialWeapons@gambling@socialScore@nuclear@furLeather@alcoholic@gmo@catholic@socialPercentile@peerCount@governanceScore@environmentPercentile@animalTesting@tobacco@totalEsg@highestControversy@esgPerformance@coal@pesticides@adult@percentile@peerGroup@smallArms@environmentScore@governancePercentile@militaryContract
False@False@False@12.72@False@False@False@False@False@0@100@5.74@0@False@False@19.65@1@UNDER_PERF@False@False@False@18.87@Software & Services@False@1.19@0@False
