Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Software: Prepackaged Software@$185.00@$192.38/$186.18@523,341@1,100,968@$186.82@$187.59/$104.90@28,714,693,474@62.03@49.82@$3.07@N/A@N/A@N/A@N/A@1.0
