ActivePositions@Holders@Shares
Increased Positions@284@15,944,192
Decreased Positions@338@13,208,817
Held Positions@69@106,648,512
Total Institutional Shares@691@135,801,521
New Positions@72@1,508,947
Sold Out Positions@89@1,668,673
