Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Miscellaneous@Business Services@$697.50@$685.79/$660.78@271,261@337,101@$667.00@$746.70/$500.24@26,967,524,555@83.05@84.27@$8.25@N/A@N/A@N/A@N/A@1.0
